Minute,Open,High,Low,Close
2020-04-19 03:28:00,7240.29,7242.24,7239.57,7240.66
2020-04-19 03:29:00,7240.66,7240.66,7235.72,7240.66
2020-04-19 03:30:00,7239.67,7240.66,7237.0,7239.0
2020-04-19 03:31:00,7239.01,7240.02,7239.0,7240.02
2020-04-19 03:32:00,7239.65,7245.77,7239.65,7244.82
2020-04-19 03:33:00,7244.82,7247.18,7244.82,7247.08
2020-04-19 03:34:00,7247.07,7247.08,7242.0,7242.01
2020-04-19 03:35:00,7242.01,7244.5,7242.0,7242.74
2020-04-19 03:36:00,7243.57,7247.34,7242.82,7245.37
2020-04-19 03:37:00,7245.76,7247.47,7243.15,7243.92
2020-04-19 03:38:00,7243.18,7244.2,7242.05,7243.18
2020-04-19 03:39:00,7243.47,7243.47,7241.7,7242.29
2020-04-19 03:40:00,7242.29,7243.42,7241.03,7242.08
2020-04-19 03:41:00,7242.08,7242.08,7233.21,7233.28
2020-04-19 03:42:00,7233.28,7238.77,7233.27,7236.76
2020-04-19 03:43:00,7237.12,7238.29,7234.67,7235.45
2020-04-19 03:44:00,7236.12,7236.53,7233.38,7235.07
2020-04-19 03:45:00,7235.09,7239.11,7234.71,7239.11
2020-04-19 03:46:00,7242.13,7242.14,7240.0,7240.01
2020-04-19 03:47:00,7240.01,7241.18,7238.6,7240.14
2020-04-19 03:48:00,7240.1,7241.29,7238.52,7241.19
2020-04-19 03:49:00,7241.19,7241.22,7236.55,7238.93
2020-04-19 03:50:00,7238.92,7238.93,7238.92,7238.93
2020-04-19 03:51:00,7238.93,7245.24,7238.93,7243.33
2020-04-19 03:52:00,7243.33,7244.4,7239.19,7241.6
2020-04-19 03:53:00,7242.33,7243.38,7241.59,7241.6
2020-04-19 03:54:00,7241.6,7241.6,7238.01,7239.05
2020-04-19 03:55:00,7238.15,7245.1,7238.15,7244.59
2020-04-19 03:56:00,7244.56,7245.39,7242.39,7244.77
2020-04-19 03:57:00,7243.53,7246.54,7242.39,7246.22
2020-04-19 03:58:00,7245.6,7245.61,7241.6,7241.6
2020-04-19 03:59:00,7241.6,7242.36,7239.38,7241.72
2020-04-19 04:00:00,7241.71,7242.2,7231.74,7235.02
2020-04-19 04:01:00,7233.97,7239.7,7233.97,7239.7
2020-04-19 04:02:00,7238.62,7241.65,7238.51,7241.03
2020-04-19 04:03:00,7241.46,7243.03,7237.83,7238.84
2020-04-19 04:04:00,7237.49,7239.61,7235.71,7238.32
2020-04-19 04:05:00,7239.62,7240.75,7238.29,7238.77
2020-04-19 04:06:00,7238.77,7240.14,7237.96,7239.88
2020-04-19 04:07:00,7239.88,7246.64,7239.88,7245.56
2020-04-19 04:08:00,7245.54,7246.98,7242.11,7246.75
2020-04-19 04:09:00,7246.98,7249.17,7245.83,7246.59
2020-04-19 04:10:00,7247.13,7249.21,7247.1,7248.14
2020-04-19 04:11:00,7249.15,7249.15,7247.23,7249.15
2020-04-19 04:12:00,7249.14,7249.15,7249.14,7249.15
2020-04-19 04:13:00,7249.15,7253.22,7249.03,7253.22
2020-04-19 04:14:00,7253.22,7253.22,7249.38,7251.3
2020-04-19 04:15:00,7250.07,7253.22,7250.07,7253.22
2020-04-19 04:16:00,7252.06,7252.06,7248.53,7250.97
2020-04-19 04:17:00,7249.31,7250.45,7245.62,7245.62
2020-04-19 04:18:00,7245.62,7246.77,7244.05,7246.76
2020-04-19 04:19:00,7246.35,7246.79,7244.82,7245.4
2020-04-19 04:20:00,7245.47,7247.0,7242.59,7243.72
2020-04-19 04:21:00,7247.0,7251.16,7245.81,7249.92
2020-04-19 04:22:00,7249.37,7251.16,7246.66,7246.95
2020-04-19 04:23:00,7245.85,7249.43,7245.84,7249.34
2020-04-19 04:24:00,7249.26,7251.16,7247.32,7251.14
2020-04-19 04:25:00,7249.65,7251.94,7249.07,7250.94
2020-04-19 04:26:00,7250.94,7250.94,7248.34,7249.33
2020-04-19 04:27:00,7249.33,7251.0,7249.11,7251.0
2020-04-19 04:28:00,7251.0,7253.22,7249.02,7252.79
2020-04-19 04:29:00,7251.6,7252.93,7250.02,7250.98
2020-04-19 04:30:00,7250.03,7251.01,7249.59,7249.81
2020-04-19 04:31:00,7249.59,7250.05,7247.88,7248.12
2020-04-19 04:32:00,7250.0,7252.86,7248.35,7252.0
2020-04-19 04:33:00,7252.0,7253.22,7252.0,7253.22
2020-04-19 04:34:00,7253.22,7254.03,7252.13,7253.6
2020-04-19 04:35:00,7252.23,7253.6,7246.21,7248.98
2020-04-19 04:36:00,7248.96,7251.13,7248.41,7250.28
2020-04-19 04:37:00,7249.37,7249.71,7248.79,7248.8
2020-04-19 04:38:00,7248.8,7250.57,7248.0,7250.27
2020-04-19 04:39:00,7248.05,7249.84,7244.07,7244.08
2020-04-19 04:40:00,7244.08,7245.0,7244.07,7244.61
2020-04-19 04:41:00,7244.61,7244.61,7241.53,7243.99
2020-04-19 04:42:00,7242.3,7245.68,7242.3,7245.41
2020-04-19 04:43:00,7245.68,7246.13,7242.76,7243.25
2020-04-19 04:44:00,7241.94,7243.13,7241.6,7241.6
2020-04-19 04:45:00,7241.99,7243.39,7240.35,7242.08
2020-04-19 04:46:00,7243.4,7245.0,7241.54,7245.0
2020-04-19 04:47:00,7245.0,7245.0,7243.07,7243.87
2020-04-19 04:48:00,7244.15,7247.28,7242.5,7246.2
2020-04-19 04:49:00,7246.2,7246.21,7242.95,7243.3
2020-04-19 04:50:00,7242.0,7243.3,7240.93,7242.43
2020-04-19 04:51:00,7241.05,7241.05,7239.07,7239.08
2020-04-19 04:52:00,7239.08,7239.7,7238.0,7238.87
2020-04-19 04:53:00,7239.99,7240.4,7235.3,7235.39
2020-04-19 04:54:00,7235.31,7239.34,7235.3,7238.75
2020-04-19 04:55:00,7236.14,7237.23,7233.14,7234.4
2020-04-19 04:56:00,7233.02,7234.84,7232.58,7233.77
2020-04-19 04:57:00,7232.64,7234.46,7232.23,7233.6
2020-04-19 04:58:00,7233.6,7237.2,7232.22,7237.2
2020-04-19 04:59:00,7237.22,7237.22,7230.58,7232.51
2020-04-19 05:00:00,7231.32,7235.3,7231.0,7234.23
2020-04-19 05:01:00,7235.99,7237.65,7234.31,7236.38
2020-04-19 05:02:00,7234.71,7237.78,7234.69,7236.69
2020-04-19 05:03:00,7236.29,7236.29,7235.0,7235.01
2020-04-19 05:04:00,7235.01,7235.01,7235.0,7235.01
2020-04-19 05:05:00,7235.0,7235.0,7233.0,7233.0
2020-04-19 05:06:00,7233.01,7233.01,7233.0,7233.01
2020-04-19 05:07:00,7233.0,7233.01,7215.87,7219.5
2020-04-19 05:08:00,7219.5,7224.7,7219.5,7224.7
2020-04-19 05:09:00,7224.67,7227.13,7221.8,7227.06
2020-04-19 05:10:00,7227.55,7227.55,7222.44,7223.85
2020-04-19 05:11:00,7223.85,7223.85,7220.15,7221.04
2020-04-19 05:12:00,7220.22,7220.97,7214.37,7214.98
2020-04-19 05:13:00,7215.0,7221.46,7210.0,7210.93
2020-04-19 05:14:00,7211.78,7217.67,7205.0,7210.98
2020-04-19 05:15:00,7210.97,7212.44,7205.01,7211.66
2020-04-19 05:16:00,7212.22,7219.07,7212.21,7215.12
2020-04-19 05:17:00,7215.12,7216.51,7213.0,7216.51
2020-04-19 05:18:00,7216.51,7220.7,7214.78,7217.43
2020-04-19 05:19:00,7217.43,7217.55,7214.72,7216.13
2020-04-19 05:20:00,7214.54,7217.3,7214.42,7216.47
2020-04-19 05:21:00,7217.54,7223.01,7217.54,7221.82
2020-04-19 05:22:00,7221.83,7222.52,7221.36,7222.38
2020-04-19 05:23:00,7221.36,7223.22,7221.0,7221.01
2020-04-19 05:24:00,7221.01,7225.37,7221.01,7224.59
2020-04-19 05:25:00,7222.37,7225.18,7221.99,7224.19
2020-04-19 05:26:00,7225.2,7229.2,7223.4,7228.08
2020-04-19 05:27:00,7227.06,7229.58,7226.18,7228.9
2020-04-19 05:28:00,7229.21,7231.23,7224.07,7229.16
2020-04-19 05:29:00,7229.17,7233.61,7226.01,7231.97
2020-04-19 05:30:00,7234.21,7236.91,7230.34,7230.77
2020-04-19 05:31:00,7231.87,7234.65,7231.21,7234.54
2020-04-19 05:32:00,7233.13,7234.5,7233.13,7233.14
2020-04-19 05:33:00,7233.14,7233.14,7228.08,7231.92
2020-04-19 05:34:00,7233.14,7234.93,7232.99,7234.93
2020-04-19 05:35:00,7236.09,7236.09,7233.38,7234.54
2020-04-19 05:36:00,7234.55,7234.55,7227.85,7227.94
2020-04-19 05:37:00,7229.25,7229.25,7223.61,7225.07
2020-04-19 05:38:00,7227.16,7227.74,7221.63,7221.63
2020-04-19 05:39:00,7221.63,7222.51,7221.63,7222.32
2020-04-19 05:40:00,7222.32,7222.57,7222.31,7222.32
2020-04-19 05:41:00,7222.32,7224.9,7222.31,7224.89
2020-04-19 05:42:00,7224.89,7224.9,7221.73,7221.83
2020-04-19 05:43:00,7221.69,7223.8,7221.17,7222.47
2020-04-19 05:44:00,7222.95,7224.65,7216.47,7216.47
2020-04-19 05:45:00,7216.48,7217.5,7214.81,7215.31
2020-04-19 05:46:00,7216.5,7217.07,7210.5,7211.76
2020-04-19 05:47:00,7211.76,7212.1,7211.75,7211.99
2020-04-19 05:48:00,7211.76,7211.77,7201.04,7203.0
2020-04-19 05:49:00,7203.0,7207.32,7202.02,7207.32
2020-04-19 05:50:00,7207.32,7212.27,7207.31,7212.26
2020-04-19 05:51:00,7212.26,7212.36,7212.26,7212.34
2020-04-19 05:52:00,7212.34,7212.37,7212.33,7212.36
2020-04-19 05:53:00,7212.34,7212.34,7120.0,7143.16
2020-04-19 05:54:00,7143.14,7152.64,7124.01,7152.64
2020-04-19 05:55:00,7147.11,7163.43,7140.96,7157.75
2020-04-19 05:56:00,7157.76,7160.65,7141.96,7153.25
2020-04-19 05:57:00,7153.71,7157.05,7144.01,7146.89
2020-04-19 05:58:00,7145.24,7145.27,7102.52,7116.48
2020-04-19 05:59:00,7113.04,7132.06,7107.73,7127.85
2020-04-19 06:00:00,7127.13,7133.01,7107.65,7130.86
2020-04-19 06:01:00,7130.32,7152.0,7128.15,7149.38
2020-04-19 06:02:00,7147.93,7152.65,7143.59,7145.92
2020-04-19 06:03:00,7148.46,7150.0,7141.9,7143.51
2020-04-19 06:04:00,7143.51,7145.05,7141.9,7145.05
2020-04-19 06:05:00,7145.04,7150.8,7143.03,7150.79
2020-04-19 06:06:00,7150.8,7150.8,7145.23,7150.8
2020-04-19 06:07:00,7150.8,7158.61,7150.54,7156.43
2020-04-19 06:08:00,7155.97,7155.97,7146.09,7148.21
2020-04-19 06:09:00,7148.22,7152.43,7148.22,7149.33
2020-04-19 06:10:00,7149.27,7149.88,7146.27,7146.27
2020-04-19 06:11:00,7145.8,7145.84,7145.79,7145.83
2020-04-19 06:12:00,7145.82,7149.41,7145.82,7146.0
2020-04-19 06:13:00,7146.0,7154.08,7146.0,7151.83
2020-04-19 06:14:00,7152.03,7152.03,7149.0,7149.01
2020-04-19 06:15:00,7149.0,7149.01,7140.0,7140.0
2020-04-19 06:16:00,7140.01,7148.45,7140.01,7148.45
2020-04-19 06:17:00,7149.85,7153.39,7145.41,7151.56
2020-04-19 06:18:00,7152.24,7152.24,7150.0,7150.0
2020-04-19 06:19:00,7150.01,7153.35,7150.0,7151.09
2020-04-19 06:20:00,7150.08,7153.11,7150.08,7151.46
2020-04-19 06:21:00,7152.69,7152.69,7150.63,7151.26
2020-04-19 06:22:00,7151.26,7170.0,7151.25,7168.31
2020-04-19 06:23:00,7168.3,7185.63,7168.3,7177.15
2020-04-19 06:24:00,7178.39,7178.39,7168.93,7168.94
2020-04-19 06:25:00,7170.21,7175.0,7169.03,7175.0
2020-04-19 06:26:00,7175.0,7175.37,7168.35,7171.05
2020-04-19 06:27:00,7171.05,7171.05,7165.0,7165.01
2020-04-19 06:28:00,7165.01,7173.61,7165.0,7173.61
2020-04-19 06:29:00,7171.07,7171.07,7165.17,7165.17
2020-04-19 06:30:00,7165.0,7165.0,7158.08,7158.08
2020-04-19 06:31:00,7158.78,7171.69,7158.78,7168.84
2020-04-19 06:32:00,7167.35,7171.04,7163.29,7171.04
2020-04-19 06:33:00,7168.3,7171.65,7166.73,7169.23
2020-04-19 06:34:00,7169.23,7172.6,7167.56,7170.04
2020-04-19 06:35:00,7167.31,7172.24,7166.66,7169.01
2020-04-19 06:36:00,7168.94,7168.94,7160.1,7162.17
2020-04-19 06:37:00,7162.17,7164.29,7160.19,7164.27
2020-04-19 06:38:00,7164.27,7164.53,7163.2,7164.53
2020-04-19 06:39:00,7164.53,7164.69,7163.5,7164.4
2020-04-19 06:40:00,7163.39,7164.63,7162.1,7164.29
2020-04-19 06:41:00,7164.29,7167.38,7163.28,7166.83
2020-04-19 06:42:00,7166.82,7172.5,7166.82,7171.89
2020-04-19 06:43:00,7170.77,7171.09,7169.73,7169.73
