Time,Price,Distance,Profit,Loss
2020-05-07 17:07:00,9699.4,24.399999999999636,9748.199999999999,9675.0
2020-05-07 17:08:00,9704.42,38.73999999999978,9781.9,9665.68
2020-05-07 17:13:00,9746.81,11.369999999998981,9769.549999999997,9735.44
2020-05-07 17:19:00,9732.8,28.56999999999971,9789.939999999999,9704.23
2020-05-07 17:20:00,9744.35,44.350000000000364,9833.050000000001,9700.0
2020-05-07 17:24:00,9754.74,17.780000000000655,9790.300000000001,9736.96
2020-05-07 17:25:00,9770.0,38.67000000000007,9847.34,9731.33
2020-05-07 17:26:00,9794.59,61.45000000000073,9917.490000000002,9733.14
2020-05-07 17:27:00,9825.0,70.26000000000022,9965.52,9754.74
2020-05-07 17:33:00,9792.26,-3.9799999999995634,9784.300000000001,9796.24
2020-05-07 17:34:00,9796.51,32.95000000000073,9862.410000000002,9763.56
2020-05-07 17:35:00,9818.9,43.56999999999971,9906.039999999999,9775.33
2020-05-07 17:36:00,9854.29,60.66000000000167,9975.610000000004,9793.63
2020-05-07 17:39:00,9866.82,10.979999999999563,9888.779999999999,9855.84
2020-05-07 17:40:00,9879.99,37.780000000000655,9955.550000000001,9842.21
2020-05-07 17:41:00,9900.02,53.06999999999971,10006.16,9846.95
2020-05-07 17:42:00,9906.76,40.909999999999854,9988.58,9865.85
2020-05-07 17:43:00,9907.72,27.719999999999345,9963.159999999998,9880.0
2020-05-07 17:53:00,9820.26,-1.0900000000001455,9818.08,9821.35
2020-05-07 17:59:00,9839.45,24.450000000000728,9888.350000000002,9815.0
2020-05-07 18:02:00,9857.32,18.75,9894.82,9838.57
2020-05-07 18:05:00,9855.0,-4.690000000000509,9845.619999999999,9859.69
2020-05-07 18:17:00,9798.44,14.630000000001019,9827.700000000003,9783.81
2020-05-07 18:21:00,9799.85,15.149999999999636,9830.15,9784.7
2020-05-07 18:22:00,9821.61,37.52000000000044,9896.650000000001,9784.09
2020-05-07 18:23:00,9827.06,38.10999999999876,9903.279999999997,9788.95
2020-05-07 18:24:00,9832.03,32.350000000000364,9896.730000000001,9799.68
2020-05-07 18:33:00,9826.46,27.079999999999927,9880.619999999999,9799.38
2020-05-07 18:34:00,9838.12,40.470000000001164,9919.060000000003,9797.65
